PedidoID,DataPedido,ClienteID,NomeCliente,Cidade,UF,Latitude,Longitude,Produto,CategoriaProduto,Quantidade,ValorUnitario,Transportadora,DataEnvio,DataEntregaPrevista,DataEntregaReal,StatusEntrega,CustoFrete,DistanciaKM,AvaliacaoCliente,CodigoRastreio,PesoKG,TipoTransporte,PrioridadeEntrega,StatusPagamento,DataPagamento
1084,2025-01-14,C884,PATRÍCIA GOMES,VITÓRIA DA CONQUISTA,BA,-14.8619,-40.8442,SMARTPHONE X200,ELETRÔNICOS,3,1899.9,CENTRO-OESTE CARGO,2025-01-15,2025-01-18,2025-01-18,Em trânsito,43.1,2562,1,CTYBN7Z72EZR,8.75,Rodoviário,Urgente,Pago,2025-01-18
1085,2025-02-17,C125,CARLA MENDES,CAMPO GRANDE,MS,-20.4697,-54.6201,NOTEBOOK PRO 15,ELETRÔNICOS,3,4999.0,NORTE EXPRESS,2025-02-18,2025-02-22,2025-02-24,Em trânsito,47.55,3122,1,X6RCHVDY0JFM,27.41,Rodoviário,Econômica,Pago,2025-02-18
1086,2025-01-27,C967,MARCOS SILVA,GOIÂNIA,GO,-16.6869,-49.2648,FONE BLUETOOTH,ELETRÔNICOS,1,199.9,ENTREGA CERTA,2025-01-28,2025-02-04,2025-02-04,Em trânsito,46.61,2989,5,3HFR2C3FBFVQ,17.66,Aéreo,Normal,Estornado,
1087,2025-02-01,C111,JOÃO ALMEIDA,FEIRA DE SANTANA,BA,-12.2667,-38.9667,IMPRESSORA LASER,ELETRÔNICOS,1,899.9,RÁPIDO EXPRESS,2025-02-04,2025-02-07,2025-02-09,Em trânsito,30.23,1916,2,8SDRCK1ERVNZ,12.06,Aéreo,Econômica,Pendente,
1088,2025-01-22,C960,FERNANDA ROCHA,CAMPO GRANDE,MS,-20.4697,-54.6201,CHUTEIRA PRO,VESTUÁRIO,1,349.9,NORDESTE RÁPIDO,2025-01-23,2025-01-26,2025-01-27,Entregue no prazo,59.24,43,4,TUQ3OGJVDY1C,24.55,Marítimo,Econômica,Pago,2025-01-26
1089,2025-02-11,C575,MARIA SANTOS,BELO HORIZONTE,MG,-19.9167,-43.9345,AR CONDICIONADO,ELETRODOMÉSTICOS,1,1899.0,CENTRO-OESTE CARGO,2025-02-13,2025-02-19,2025-02-20,Entregue no prazo,36.56,1697,1,Z2APEQMQZGXM,25.24,Marítimo,Urgente,Estornado,
1090,2025-02-17,C039,MARIA SANTOS,RIO DE JANEIRO,RJ,-22.9068,-43.1729,AR CONDICIONADO,ELETRODOMÉSTICOS,2,1899.0,BRASIL LOGÍSTICA,2025-02-20,2025-02-27,2025-02-27,Entregue no prazo,30.73,3401,4,JYW6U5C72BAE,28.26,Marítimo,Normal,Pago,2025-02-19
1091,2025-02-02,C895,BEATRIZ NUNES,PETROLINA,PE,-9.3891,-40.5033,TECLADO MECÂNICO,ELETRÔNICOS,3,299.9,AMAZÔNIA CARGO,2025-02-05,2025-02-12,2025-02-14,Cancelado,47.5,3088,1,9Z3NHTM80RMQ,12.67,Marítimo,Urgente,Pendente,
1092,2025-01-07,C143,CLÁUDIA TEIXEIRA,CARUARU,PE,-8.2846,-35.9699,TECLADO MECÂNICO,ELETRÔNICOS,3,299.9,NORTE EXPRESS,2025-01-10,2025-01-14,2025-01-15,Cancelado,70.54,2793,5,8HOVUTCQ2NCC,19.47,Aéreo,Normal,Pendente,
1093,2025-02-18,C618,CARLA MENDES,TERESINA,PI,-5.0919,-42.8034,CAFETEIRA PLUS,ELETRODOMÉSTICOS,2,349.9,AMAZÔNIA CARGO,2025-02-20,2025-02-22,2025-02-22,Entregue com atraso,62.02,3371,4,70XJVH5F5B51,23.55,Marítimo,Econômica,Pendente,
1094,2025-02-03,C117,DIEGO ARAÚJO,SALVADOR,BA,-12.9777,-38.5016,PANELA ELÉTRICA,ELETRODOMÉSTICOS,3,299.9,SUL CARGO,2025-02-06,2025-02-09,2025-02-10,Cancelado,27.97,1932,1,8AXXOBK1TFHK,22.58,Aéreo,Normal,Pago,2025-02-06
1095,2025-01-20,C005,CARLA MENDES,BELÉM,PA,-1.4558,-48.4902,CAFETEIRA PLUS,ELETRODOMÉSTICOS,1,349.9,NORTE EXPRESS,2025-01-21,2025-01-24,2025-01-24,Entregue no prazo,34.51,1324,2,5ECG85YROJ9I,2.34,Rodoviário,Normal,Estornado,
1096,2025-01-09,C557,CARLA MENDES,BOA VISTA,RR,2.8197,-60.6733,CHUTEIRA PRO,VESTUÁRIO,2,349.9,AMAZÔNIA CARGO,2025-01-10,2025-01-16,2025-01-18,Cancelado,75.31,3355,2,VF055QE72C70,24.67,Marítimo,Urgente,Pago,2025-01-11
1097,2025-01-30,C347,MARIA SANTOS,BELO HORIZONTE,MG,-19.9167,-43.9345,MICRO-ONDAS 25L,ELETRODOMÉSTICOS,3,499.9,NORTE EXPRESS,2025-01-31,2025-02-05,2025-02-05,Entregue com atraso,64.8,3244,3,7TU4LBV44IZO,3.11,Marítimo,Econômica,Pago,2025-01-30
1098,2025-02-15,C402,BEATRIZ NUNES,FORTALEZA,CE,-3.7319,-38.5267,SMARTWATCH FIT,ACESSÓRIOS,2,499.9,SUL CARGO,2025-02-18,2025-02-23,2025-02-24,Cancelado,78.02,3188,5,FCG52ZAD4XZE,26.38,Rodoviário,Normal,Pago,2025-02-18
1099,2025-01-09,C096,BEATRIZ NUNES,BOA VISTA,RR,2.8197,-60.6733,MICRO-ONDAS 25L,ELETRODOMÉSTICOS,1,499.9,BRASIL LOGÍSTICA,2025-01-11,2025-01-15,2025-01-15,Cancelado,58.36,2623,5,ZCFIBGTDRBTG,17.95,Aéreo,Urgente,Estornado,
1100,2025-01-23,C386,BEATRIZ NUNES,SÃO PAULO,SP,-23.5505,-46.6333,MOCHILA ESCOLAR,ACESSÓRIOS,2,149.9,SUL CARGO,2025-01-25,2025-01-28,2025-01-28,Em trânsito,40.69,3192,3,WC54MV9POSJ7,23.31,Marítimo,Normal,Pendente,
1101,2025-01-18,C563,SIMONE CARDOSO,FEIRA DE SANTANA,BA,-12.2667,-38.9667,SMARTWATCH FIT,ACESSÓRIOS,3,499.9,NORTE EXPRESS,2025-01-21,2025-01-27,2025-01-28,Entregue com atraso,40.95,841,4,YM87XOFP9C41,20.68,Rodoviário,Econômica,Estornado,
1102,2025-02-19,C657,ANA COSTA,FORTALEZA,CE,-3.7319,-38.5267,MOUSE GAMER,ELETRÔNICOS,3,159.9,AMAZÔNIA CARGO,2025-02-22,2025-02-25,2025-02-25,Entregue no prazo,54.5,2617,5,0HU9BONZD48C,26.3,Marítimo,Urgente,Estornado,
1103,2025-01-04,C470,THIAGO FERNANDES,ARACAJU,SE,-10.9472,-37.0731,MOUSE GAMER,ELETRÔNICOS,1,159.9,NORTE EXPRESS,2025-01-06,2025-01-11,2025-01-11,Em trânsito,76.88,1775,4,PTBVEF4MDAPR,23.7,Aéreo,Econômica,Pendente,
1104,2025-02-06,C283,ANA COSTA,FLORIANÓPOLIS,SC,-27.5954,-48.548,LIQUIDIFICADOR X,ELETRODOMÉSTICOS,3,249.9,NORDESTE RÁPIDO,2025-02-07,2025-02-12,2025-02-13,Cancelado,20.88,1234,3,B4KX61LRPE2Z,7.04,Rodoviário,Econômica,Estornado,
1105,2025-02-26,C057,SIMONE CARDOSO,GOIÂNIA,GO,-16.6869,-49.2648,MOCHILA ESCOLAR,ACESSÓRIOS,3,149.9,BRASIL LOGÍSTICA,2025-02-27,2025-03-01,2025-03-02,Entregue com atraso,45.16,2341,2,GHQ2KXCSFTL3,17.65,Rodoviário,Urgente,Estornado,
1106,2025-02-23,C387,DIEGO ARAÚJO,CAMPINAS,SP,-22.9056,-47.0608,HD EXTERNO 1TB,ELETRÔNICOS,3,349.9,BRASIL LOGÍSTICA,2025-02-26,2025-03-04,2025-03-04,Em trânsito,52.93,2148,5,VHGCGE6WNUDI,15.73,Rodoviário,Normal,Estornado,
1107,2025-01-05,C151,BEATRIZ NUNES,NATAL,RN,-5.7945,-35.211,AR CONDICIONADO,ELETRODOMÉSTICOS,1,1899.0,SUL CARGO,2025-01-06,2025-01-11,2025-01-11,Cancelado,41.49,1569,1,JQGKFKBDXSUX,13.97,Aéreo,Econômica,Pago,2025-01-10
1108,2025-02-09,C407,SIMONE CARDOSO,MANAUS,AM,-3.119,-60.0217,FONE BLUETOOTH,ELETRÔNICOS,1,199.9,SUL CARGO,2025-02-12,2025-02-16,2025-02-16,Cancelado,29.89,454,5,DNRGTFK5VX76,6.53,Aéreo,Econômica,Estornado,
1109,2025-01-31,C945,THIAGO FERNANDES,FEIRA DE SANTANA,BA,-12.2667,-38.9667,IMPRESSORA LASER,ELETRÔNICOS,3,899.9,NORDESTE RÁPIDO,2025-02-01,2025-02-06,2025-02-08,Entregue no prazo,52.15,513,5,DZLTZK8O9MTU,22.8,Marítimo,Econômica,Estornado,
1110,2025-02-17,C597,RENATA LIMA,PALMAS,TO,-10.184,-48.3336,TABLET Z10,ELETRÔNICOS,3,1299.9,AMAZÔNIA CARGO,2025-02-20,2025-02-26,2025-02-26,Entregue no prazo,64.0,1061,3,SLC2KE03NJ11,0.85,Aéreo,Urgente,Pago,2025-02-18
1111,2025-02-22,C232,PATRÍCIA GOMES,BRASÍLIA,DF,-15.8267,-47.9218,CHUTEIRA PRO,VESTUÁRIO,2,349.9,NORTE EXPRESS,2025-02-24,2025-03-02,2025-03-04,Entregue com atraso,24.75,2656,4,ZGA4G5OUBECT,4.84,Marítimo,Normal,Pago,2025-02-27
1112,2025-01-24,C497,MARCOS SILVA,SÃO PAULO,SP,-23.5505,-46.6333,FONE BLUETOOTH,ELETRÔNICOS,3,199.9,ENTREGA CERTA,2025-01-25,2025-02-01,2025-02-01,Em trânsito,46.02,1818,2,XNUSBCUMHFK0,21.91,Marítimo,Econômica,Pago,2025-01-27
1113,2025-01-10,C537,MARCOS SILVA,MACAPÁ,AP,0.0349,-51.0694,PANELA ELÉTRICA,ELETRODOMÉSTICOS,2,299.9,CENTRO-OESTE CARGO,2025-01-11,2025-01-13,2025-01-15,Entregue com atraso,45.1,1472,2,98AUDACHJZKJ,16.19,Rodoviário,Urgente,Pendente,
1114,2025-01-06,C301,JOÃO ALMEIDA,JOÃO PESSOA,PB,-7.115,-34.8641,MICRO-ONDAS 25L,ELETRODOMÉSTICOS,3,499.9,NORTE EXPRESS,2025-01-09,2025-01-12,2025-01-13,Em trânsito,66.13,262,2,0NJSVR0CQFW2,24.39,Aéreo,Econômica,Estornado,
1115,2025-02-18,C476,PEDRO OLIVEIRA,BELÉM,PA,-1.4558,-48.4902,"SMART TV 50""",ELETRÔNICOS,1,2599.0,RÁPIDO EXPRESS,2025-02-21,2025-02-24,2025-02-24,Entregue no prazo,18.13,3431,3,4YTMJ2ZZ3SG6,29.4,Aéreo,Econômica,Pendente,
1116,2025-02-12,C078,DIEGO ARAÚJO,FLORIANÓPOLIS,SC,-27.5954,-48.548,CHUTEIRA PRO,VESTUÁRIO,2,349.9,BRASIL LOGÍSTICA,2025-02-15,2025-02-19,2025-02-21,Em trânsito,52.87,1279,3,VPJ4DW177N5H,15.88,Aéreo,Normal,Pago,2025-02-14
1117,2025-02-14,C177,RAFAEL MARTINS,BOA VISTA,RR,2.8197,-60.6733,CHUTEIRA PRO,VESTUÁRIO,1,349.9,BRASIL LOGÍSTICA,2025-02-15,2025-02-22,2025-02-22,Entregue com atraso,72.16,2652,4,3O5JL53YRTQM,1.13,Marítimo,Econômica,Pendente,
1118,2025-01-15,C540,PEDRO OLIVEIRA,CARUARU,PE,-8.2846,-35.9699,CAMISETA POLO,VESTUÁRIO,3,79.9,CENTRO-OESTE CARGO,2025-01-16,2025-01-18,2025-01-20,Entregue com atraso,73.6,1232,3,CIMAY61DGNAP,3.89,Aéreo,Normal,Pago,2025-01-15
1119,2025-01-08,C252,PATRÍCIA GOMES,BRASÍLIA,DF,-15.8267,-47.9218,MOUSE GAMER,ELETRÔNICOS,3,159.9,NORTE EXPRESS,2025-01-09,2025-01-16,2025-01-16,Em trânsito,61.15,907,4,61L2GBL8KRXS,18.73,Marítimo,Normal,Pendente,
1120,2025-01-19,C420,BEATRIZ NUNES,BOA VISTA,RR,2.8197,-60.6733,FONE BLUETOOTH,ELETRÔNICOS,3,199.9,NORDESTE RÁPIDO,2025-01-20,2025-01-22,2025-01-22,Em trânsito,47.35,212,5,ZK5X4EMVNOTJ,20.18,Aéreo,Econômica,Estornado,
1121,2025-01-07,C664,BRUNO LIMA,ARACAJU,SE,-10.9472,-37.0731,CAMISETA POLO,VESTUÁRIO,1,79.9,RÁPIDO EXPRESS,2025-01-09,2025-01-15,2025-01-17,Entregue no prazo,28.21,2506,5,3YM5IK6WHXVS,28.36,Marítimo,Econômica,Pendente,
1122,2025-01-14,C412,ANA COSTA,FORTALEZA,CE,-3.7319,-38.5267,CAMISETA POLO,VESTUÁRIO,2,79.9,RÁPIDO EXPRESS,2025-01-16,2025-01-21,2025-01-21,Entregue no prazo,55.93,606,2,LI6GUOA9E6PE,3.32,Marítimo,Urgente,Pendente,
1123,2025-02-04,C711,RAFAEL MARTINS,BELO HORIZONTE,MG,-19.9167,-43.9345,HD EXTERNO 1TB,ELETRÔNICOS,1,349.9,CENTRO-OESTE CARGO,2025-02-06,2025-02-10,2025-02-10,Cancelado,69.37,888,2,NCFBG4A7BLA8,13.57,Aéreo,Normal,Pago,2025-02-06
1124,2025-03-02,C562,JULIANA BARBOSA,FORTALEZA,CE,-3.7319,-38.5267,MOUSE GAMER,ELETRÔNICOS,2,159.9,SUL CARGO,2025-03-04,2025-03-11,2025-03-11,Cancelado,50.72,1860,1,6BOY94SV6A5I,7.38,Aéreo,Normal,Estornado,
1125,2025-02-26,C037,ANDRÉ SOUZA,CARUARU,PE,-8.2846,-35.9699,MOCHILA ESCOLAR,ACESSÓRIOS,3,149.9,ENTREGA CERTA,2025-02-28,2025-03-02,2025-03-03,Entregue no prazo,50.22,147,3,91OVQLFJP0JX,24.38,Marítimo,Urgente,Pendente,
1126,2025-02-17,C606,BEATRIZ NUNES,TERESINA,PI,-5.0919,-42.8034,MICRO-ONDAS 25L,ELETRODOMÉSTICOS,1,499.9,NORTE EXPRESS,2025-02-19,2025-02-25,2025-02-25,Em trânsito,19.35,1697,1,GSFM5OPX6WB1,5.1,Rodoviário,Urgente,Estornado,
1127,2025-01-06,C331,MARCOS SILVA,BRASÍLIA,DF,-15.8267,-47.9218,RELÓGIO DIGITAL,ACESSÓRIOS,1,199.9,CENTRO-OESTE CARGO,2025-01-07,2025-01-13,2025-01-15,Cancelado,26.89,3018,5,52XNTEEM3MAH,21.27,Marítimo,Normal,Estornado,
1128,2025-02-20,C005,JULIANA BARBOSA,PALMAS,TO,-10.184,-48.3336,CAMISETA POLO,VESTUÁRIO,3,79.9,NORTE EXPRESS,2025-02-23,2025-03-01,2025-03-01,Entregue no prazo,24.4,151,2,AVB1GOU9FRQV,25.42,Aéreo,Urgente,Pendente,
1129,2025-02-05,C090,MARCOS SILVA,RIO DE JANEIRO,RJ,-22.9068,-43.1729,LIQUIDIFICADOR X,ELETRODOMÉSTICOS,3,249.9,BRASIL LOGÍSTICA,2025-02-08,2025-02-12,2025-02-12,Entregue com atraso,56.56,2408,1,FYLKITQZ37H0,28.11,Aéreo,Urgente,Pago,2025-02-10
1130,2025-02-23,C540,CARLA MENDES,VITÓRIA DA CONQUISTA,BA,-14.8619,-40.8442,IMPRESSORA LASER,ELETRÔNICOS,2,899.9,SUL CARGO,2025-02-25,2025-03-01,2025-03-01,Cancelado,15.3,15,3,7J3Y5GMT9C02,22.22,Aéreo,Normal,Pago,2025-02-25
1131,2025-01-11,C019,MARCOS SILVA,FLORIANÓPOLIS,SC,-27.5954,-48.548,TABLET Z10,ELETRÔNICOS,3,1299.9,AMAZÔNIA CARGO,2025-01-12,2025-01-17,2025-01-19,Cancelado,30.77,3042,4,2WB4WIOAYAY5,27.83,Aéreo,Econômica,Pago,2025-01-12
1132,2025-01-15,C935,RENATA LIMA,TERESINA,PI,-5.0919,-42.8034,RELÓGIO DIGITAL,ACESSÓRIOS,3,199.9,ENTREGA CERTA,2025-01-18,2025-01-21,2025-01-22,Cancelado,64.03,1015,3,RLUT77KI3HWP,16.84,Aéreo,Urgente,Pago,2025-01-16
1133,2025-01-10,C170,JOÃO ALMEIDA,PALMAS,TO,-10.184,-48.3336,"SMART TV 50""",ELETRÔNICOS,2,2599.0,ENTREGA CERTA,2025-01-11,2025-01-18,2025-01-19,Entregue com atraso,40.57,934,2,RADFPHJYE2KL,29.99,Rodoviário,Urgente,Pendente,
1134,2025-02-26,C762,PAULO HENRIQUE,MANAUS,AM,-3.119,-60.0217,RELÓGIO DIGITAL,ACESSÓRIOS,2,199.9,AMAZÔNIA CARGO,2025-02-28,2025-03-07,2025-03-07,Em trânsito,17.73,1238,1,392X3DBJ3N0P,28.91,Aéreo,Urgente,Estornado,
1135,2025-02-28,C071,THIAGO FERNANDES,SÃO PAULO,SP,-23.5505,-46.6333,TECLADO MECÂNICO,ELETRÔNICOS,1,299.9,BRASIL LOGÍSTICA,2025-03-03,2025-03-05,2025-03-05,Cancelado,51.6,1935,1,XD50WRYQ22WU,26.98,Rodoviário,Econômica,Pago,2025-03-02
1136,2025-01-29,C816,FERNANDA ROCHA,RIO DE JANEIRO,RJ,-22.9068,-43.1729,NOTEBOOK PRO 15,ELETRÔNICOS,1,4999.0,CENTRO-OESTE CARGO,2025-01-31,2025-02-06,2025-02-07,Em trânsito,70.22,1184,4,T8XGNVZWL4NN,27.85,Rodoviário,Urgente,Pago,2025-02-01
1137,2025-02-05,C420,JOÃO ALMEIDA,RIO DE JANEIRO,RJ,-22.9068,-43.1729,CHUTEIRA PRO,VESTUÁRIO,2,349.9,AMAZÔNIA CARGO,2025-02-08,2025-02-10,2025-02-10,Em trânsito,35.48,2144,2,FJLBUNHMYWK2,28.44,Aéreo,Urgente,Pendente,
1138,2025-01-21,C982,LUCAS PEREIRA,MANAUS,AM,-3.119,-60.0217,MOCHILA ESCOLAR,ACESSÓRIOS,3,149.9,ENTREGA CERTA,2025-01-22,2025-01-29,2025-01-29,Cancelado,54.44,3404,3,Y9B8HX1V16NG,5.21,Marítimo,Econômica,Estornado,
1139,2025-01-11,C859,PAULO HENRIQUE,FEIRA DE SANTANA,BA,-12.2667,-38.9667,MOCHILA ESCOLAR,ACESSÓRIOS,1,149.9,NORTE EXPRESS,2025-01-12,2025-01-17,2025-01-17,Em trânsito,35.06,3111,3,BBL3VG5DOZCV,15.09,Aéreo,Econômica,Pago,2025-01-13
1140,2025-01-11,C476,BRUNO LIMA,MANAUS,AM,-3.119,-60.0217,MOCHILA ESCOLAR,ACESSÓRIOS,1,149.9,RÁPIDO EXPRESS,2025-01-13,2025-01-16,2025-01-16,Entregue com atraso,64.02,236,5,ENQGIABO9QW8,13.57,Aéreo,Urgente,Pago,2025-01-15
1141,2025-02-19,C270,CLÁUDIA TEIXEIRA,FLORIANÓPOLIS,SC,-27.5954,-48.548,TABLET Z10,ELETRÔNICOS,2,1299.9,ENTREGA CERTA,2025-02-20,2025-02-24,2025-02-24,Cancelado,56.2,2696,5,74YRIP2VVB7E,1.72,Rodoviário,Urgente,Pendente,
1142,2025-02-24,C607,SIMONE CARDOSO,FORTALEZA,CE,-3.7319,-38.5267,MOCHILA ESCOLAR,ACESSÓRIOS,2,149.9,SUL CARGO,2025-02-25,2025-03-03,2025-03-04,Entregue com atraso,41.29,2922,2,NUZT39VUAZ8O,22.53,Marítimo,Normal,Estornado,
1143,2025-02-10,C485,CLÁUDIA TEIXEIRA,PORTO VELHO,RO,-8.7619,-63.9039,JAQUETA COURO,VESTUÁRIO,3,599.9,AMAZÔNIA CARGO,2025-02-11,2025-02-13,2025-02-13,Cancelado,63.77,1606,5,OFDRCUD4IKPA,5.48,Aéreo,Normal,Pendente,
1144,2025-01-05,C874,JOÃO ALMEIDA,FLORIANÓPOLIS,SC,-27.5954,-48.548,RELÓGIO DIGITAL,ACESSÓRIOS,3,199.9,CENTRO-OESTE CARGO,2025-01-06,2025-01-09,2025-01-09,Entregue com atraso,48.96,1044,5,O6BT7F2TKMAJ,26.97,Aéreo,Urgente,Pago,2025-01-06
1145,2025-01-22,C863,LUCAS PEREIRA,VITÓRIA DA CONQUISTA,BA,-14.8619,-40.8442,TECLADO MECÂNICO,ELETRÔNICOS,3,299.9,AMAZÔNIA CARGO,2025-01-25,2025-01-28,2025-01-29,Entregue no prazo,34.41,2262,4,T1LXDZI458E6,16.35,Marítimo,Econômica,Pendente,
1146,2025-02-15,C925,ANDRÉ SOUZA,PORTO ALEGRE,RS,-30.0346,-51.2177,"SMART TV 50""",ELETRÔNICOS,3,2599.0,SUL CARGO,2025-02-18,2025-02-23,2025-02-23,Cancelado,75.38,616,5,XUQQ6DKXC495,6.78,Marítimo,Econômica,Pago,2025-02-16
1147,2025-01-18,C800,JOÃO ALMEIDA,FEIRA DE SANTANA,BA,-12.2667,-38.9667,CAMISETA POLO,VESTUÁRIO,2,79.9,AMAZÔNIA CARGO,2025-01-21,2025-01-24,2025-01-25,Entregue no prazo,58.28,2379,1,4HQMAJM0S7PR,10.43,Aéreo,Econômica,Estornado,
1148,2025-02-01,C783,PEDRO OLIVEIRA,GOIÂNIA,GO,-16.6869,-49.2648,MOUSE GAMER,ELETRÔNICOS,3,159.9,CENTRO-OESTE CARGO,2025-02-04,2025-02-10,2025-02-10,Cancelado,61.43,2642,2,UDUSWL7E014E,19.38,Rodoviário,Normal,Estornado,
1149,2025-01-26,C861,JULIANA BARBOSA,CAMPO GRANDE,MS,-20.4697,-54.6201,LIQUIDIFICADOR X,ELETRODOMÉSTICOS,1,249.9,CENTRO-OESTE CARGO,2025-01-27,2025-02-03,2025-02-03,Em trânsito,46.1,758,3,2VLHEN95VU0I,17.01,Rodoviário,Normal,Pago,2025-01-29
1150,2025-01-11,C567,PAULO HENRIQUE,RECIFE,PE,-8.0476,-34.877,MOCHILA ESCOLAR,ACESSÓRIOS,3,149.9,SUL CARGO,2025-01-14,2025-01-17,2025-01-17,Entregue no prazo,39.79,1242,2,VTS9UJP4Q23D,29.51,Marítimo,Econômica,Estornado,
1151,2025-02-11,C099,MARIA SANTOS,VITÓRIA DA CONQUISTA,BA,-14.8619,-40.8442,IMPRESSORA LASER,ELETRÔNICOS,2,899.9,BRASIL LOGÍSTICA,2025-02-12,2025-02-17,2025-02-17,Entregue com atraso,33.23,2039,5,GZ17PUA6QU6K,29.63,Rodoviário,Normal,Estornado,
1152,2025-01-03,C315,MARCOS SILVA,RECIFE,PE,-8.0476,-34.877,MICRO-ONDAS 25L,ELETRODOMÉSTICOS,1,499.9,CENTRO-OESTE CARGO,2025-01-05,2025-01-12,2025-01-12,Em trânsito,28.55,1672,3,P0AUZZGVXZ31,2.67,Rodoviário,Urgente,Pago,2025-01-03
1153,2025-01-29,C104,RAFAEL MARTINS,RECIFE,PE,-8.0476,-34.877,CAFETEIRA PLUS,ELETRODOMÉSTICOS,1,349.9,AMAZÔNIA CARGO,2025-01-30,2025-02-02,2025-02-02,Entregue com atraso,72.85,1438,1,L2614Y98ZV5W,11.37,Rodoviário,Econômica,Pago,2025-01-30
1154,2025-01-10,C860,ANDRÉ SOUZA,BELO HORIZONTE,MG,-19.9167,-43.9345,SMARTWATCH FIT,ACESSÓRIOS,1,499.9,NORTE EXPRESS,2025-01-11,2025-01-18,2025-01-18,Cancelado,79.22,1479,4,DJNFE89OQQEL,15.49,Rodoviário,Normal,Estornado,
1155,2025-02-18,C119,ANA COSTA,NATAL,RN,-5.7945,-35.211,RELÓGIO DIGITAL,ACESSÓRIOS,2,199.9,RÁPIDO EXPRESS,2025-02-20,2025-02-22,2025-02-24,Entregue no prazo,64.55,3254,5,YEV8RZPTROZP,25.24,Aéreo,Urgente,Estornado,
1156,2025-01-10,C563,DIEGO ARAÚJO,RECIFE,PE,-8.0476,-34.877,TABLET Z10,ELETRÔNICOS,1,1299.9,SUL CARGO,2025-01-11,2025-01-14,2025-01-14,Em trânsito,73.0,2010,2,76A4IS2OLWZF,16.09,Rodoviário,Normal,Pago,2025-01-11
1157,2025-02-11,C302,ANDRÉ SOUZA,SÃO PAULO,SP,-23.5505,-46.6333,TABLET Z10,ELETRÔNICOS,1,1299.9,NORDESTE RÁPIDO,2025-02-13,2025-02-20,2025-02-20,Cancelado,24.43,1015,3,2ZCENCCX5TFL,28.27,Aéreo,Urgente,Pendente,
1158,2025-01-27,C619,ANDRÉ SOUZA,MACAPÁ,AP,0.0349,-51.0694,AR CONDICIONADO,ELETRODOMÉSTICOS,1,1899.0,RÁPIDO EXPRESS,2025-01-30,2025-02-04,2025-02-06,Cancelado,78.27,1971,5,DU1RB1OEOIUA,11.57,Aéreo,Normal,Pago,2025-01-27
1159,2025-01-23,C623,CARLA MENDES,MACEIÓ,AL,-9.6498,-35.7089,NOTEBOOK PRO 15,ELETRÔNICOS,3,4999.0,ENTREGA CERTA,2025-01-24,2025-01-28,2025-01-28,Entregue com atraso,39.45,310,1,K20KGT12UQ9V,29.45,Aéreo,Econômica,Estornado,
1160,2025-02-16,C478,DIEGO ARAÚJO,PETROLINA,PE,-9.3891,-40.5033,SMARTPHONE X200,ELETRÔNICOS,2,1899.9,SUL CARGO,2025-02-19,2025-02-24,2025-02-25,Entregue no prazo,36.26,2536,1,JY36ER1FRQ2H,7.0,Marítimo,Normal,Pendente,
1161,2025-02-25,C464,ANDRÉ SOUZA,FEIRA DE SANTANA,BA,-12.2667,-38.9667,"SMART TV 50""",ELETRÔNICOS,1,2599.0,CENTRO-OESTE CARGO,2025-02-26,2025-03-03,2025-03-05,Cancelado,52.34,2591,5,A5T1VLNP6VRH,8.49,Marítimo,Normal,Pendente,
1162,2025-01-26,C315,BRUNO LIMA,RECIFE,PE,-8.0476,-34.877,JAQUETA COURO,VESTUÁRIO,2,599.9,AMAZÔNIA CARGO,2025-01-29,2025-02-01,2025-02-01,Em trânsito,72.53,1750,4,AZHBGB4LL6RD,25.38,Aéreo,Urgente,Estornado,
1163,2025-01-11,C053,RAFAEL MARTINS,PORTO ALEGRE,RS,-30.0346,-51.2177,"SMART TV 50""",ELETRÔNICOS,3,2599.0,NORDESTE RÁPIDO,2025-01-12,2025-01-16,2025-01-18,Entregue no prazo,42.33,2957,1,MI6EED7BX8WK,27.68,Marítimo,Econômica,Estornado,
1164,2025-01-27,C850,MARCOS SILVA,CARUARU,PE,-8.2846,-35.9699,SMARTWATCH FIT,ACESSÓRIOS,3,499.9,RÁPIDO EXPRESS,2025-01-28,2025-02-04,2025-02-04,Entregue no prazo,53.89,773,3,OMFVXINSHUKK,6.37,Aéreo,Normal,Pago,2025-01-27
1165,2025-01-12,C169,LUCAS PEREIRA,MANAUS,AM,-3.119,-60.0217,RELÓGIO DIGITAL,ACESSÓRIOS,3,199.9,BRASIL LOGÍSTICA,2025-01-14,2025-01-18,2025-01-20,Em trânsito,21.63,1722,1,H41RPWUDGBS5,3.31,Marítimo,Econômica,Pendente,
1166,2025-02-13,C975,BEATRIZ NUNES,CAMPINAS,SP,-22.9056,-47.0608,TECLADO MECÂNICO,ELETRÔNICOS,2,299.9,CENTRO-OESTE CARGO,2025-02-16,2025-02-22,2025-02-22,Entregue no prazo,16.97,1642,1,IZB5SNHNQULW,12.28,Marítimo,Econômica,Estornado,
1167,2025-01-26,C274,THIAGO FERNANDES,ARACAJU,SE,-10.9472,-37.0731,PANELA ELÉTRICA,ELETRODOMÉSTICOS,1,299.9,CENTRO-OESTE CARGO,2025-01-27,2025-02-02,2025-02-02,Entregue com atraso,78.62,822,5,6FCSWM3JR7Z9,14.73,Rodoviário,Urgente,Pendente,
